id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
314,M,1.575,1.2125,0.4375,38.9805625,15.06775925,7.98038425,11.623295,11.0
315,F,1.55,1.225,0.4,32.2333815,14.344847,7.75358825,8.221355,10.0
316,M,0.7125,0.525,0.1625,2.608154,1.09145575,0.66621325,0.850485,5.0
317,F,1.525,1.1625,0.4,27.99513125,12.68640125,6.3786375,7.9095105,9.0
318,I,1.0625,0.8,0.2125,9.36950975,3.78465825,1.814368,2.9766975,8.0
319,M,1.5875,1.25,0.425,37.874932,19.731252,8.0229085,9.31281075,9.0
320,M,1.4375,1.1125,0.35,22.29688175,10.432616,4.83358975,6.23689,11.0
321,M,1.075,0.8375,0.3125,11.509897,4.932813,2.2963095,3.8271825,11.0
322,I,0.9,0.675,0.2,5.28718175,2.494756,0.92135875,1.5592225,6.0
323,M,1.475,1.1125,0.3875,22.055911,8.8733935,4.8477645,8.3631025,14.0
324,M,1.225,0.9375,0.3125,13.11164375,5.4714535,3.061746,4.819415,9.0
325,F,1.675,1.35,0.4875,44.111822,19.220961,10.75863525,10.319218,11.0
326,M,1.2625,0.9625,0.3125,16.42853525,6.67630725,3.67126025,6.23689,9.0
327,M,0.75,0.575,0.1625,3.81300775,1.5592225,0.793786,1.13398,6.0
328,M,1.375,1.1125,0.375,22.21183325,10.149121,4.60679375,6.520385,10.0
329,I,0.7125,0.5375,0.1875,3.67126025,1.2757275,0.77961125,0.850485,6.0
330,I,1.1,0.875,0.3,14.004653,7.087375,3.7137845,3.69960975,8.0
331,I,0.7625,0.525,0.2,3.96893,1.60174675,1.03475675,1.417475,7.0
332,F,1.6625,1.35,0.4125,39.7743485,19.63202875,6.67630725,9.355335,11.0
333,M,1.25,0.9625,0.3625,19.80212575,9.6671795,5.06038575,3.96893,8.0
334,I,1.025,0.8125,0.25,9.1001895,4.3941725,1.88524175,2.6932025,7.0
335,I,1.0125,0.775,0.2375,7.98038425,3.061746,1.48834875,2.45223175,8.0
336,I,0.525,0.375,0.125,1.020582,0.35436875,0.226796,0.3118445,6.0
337,I,0.825,0.625,0.1875,3.92640575,1.6159215,0.907184,1.417475,5.0
338,I,0.7625,0.575,0.2125,3.9972795,1.247378,0.89300925,1.13398,5.0
339,M,1.4375,1.125,0.3875,28.64716975,10.4042665,6.2085405,9.4970825,13.0
340,I,0.7875,0.575,0.2,3.6003865,1.4458245,0.8788345,1.13398,6.0
341,M,1.125,0.8375,0.3,12.0485375,4.9044635,2.721552,3.2601925,8.0
342,M,1.575,1.2625,0.4625,33.35318675,14.21727425,9.695529,9.922325,11.0
343,I,0.5625,0.35,0.125,1.48834875,0.46776675,0.4252425,0.340194,5.0
344,I,1.425,1.075,0.3625,22.6796,9.525432,4.40834725,6.80388,9.0
345,M,1.55,1.1625,0.45,28.64716975,13.11164375,7.10154975,8.6465975,9.0
346,F,1.5,1.15,0.425,31.638042,12.94154675,6.917278,9.7805775,15.0
347,I,0.9625,0.725,0.2125,5.3013565,2.14038725,1.190679,1.644271,7.0
348,I,0.8875,0.6625,0.2,5.6982495,2.7499015,1.06310625,1.984465,7.0
349,I,0.475,0.325,0.075,0.89300925,0.26932025,0.09922325,0.226796,3.0
350,M,1.425,1.125,0.375,24.13959925,11.58077075,4.94698775,7.200773,8.0
351,M,1.375,1.075,0.4,20.87940675,8.37727725,4.66349275,7.7961125,10.0
352,I,1.025,0.8125,0.25,9.51125725,3.6570855,1.7860185,2.9199985,6.0
353,M,1.525,1.2125,0.3875,31.18445,14.04717725,7.41339425,9.4970825,10.0
354,F,1.5625,1.175,0.325,32.375129,16.51358375,6.13766675,7.7961125,9.0
355,M,1.5625,1.225,0.4125,34.5013415,14.10387625,7.52679225,8.9300925,19.0
356,M,1.55,1.2,0.4375,33.5374585,14.401546,7.3425205,9.4970825,11.0
357,F,1.6375,1.2125,0.3875,36.117263,17.78931125,8.77417025,8.77417025,10.0
358,F,1.4625,1.15,0.35,29.937072,12.133586,7.087375,7.5126175,9.0
359,I,1.2125,0.95,0.3125,16.31513725,6.633783,3.72795925,5.2446575,8.0
360,I,0.8125,0.6125,0.1875,4.80524025,2.438057,1.00640725,1.7293195,6.0
361,I,0.5875,0.4,0.1375,1.77184375,0.7654365,0.35436875,0.510291,5.0
362,I,0.9375,0.725,0.2375,7.72523875,3.2601925,1.63009625,2.05533875,6.0
363,F,1.65,1.4,0.45,47.513762,18.21455375,10.9145575,14.5999925,20.0
364,I,0.875,0.625,0.225,5.5848515,2.22543575,1.00640725,1.8427175,7.0
365,I,1.35,1.05,0.3125,20.8935815,9.31281075,4.2240755,6.23689,9.0
366,I,0.775,0.5875,0.175,4.252425,1.587572,0.92135875,1.417475,6.0
367,M,1.3375,1.025,0.4,22.89222125,8.77417025,5.1312595,7.0590255,12.0
368,I,1.4375,1.125,0.325,22.4244545,9.8939755,4.989512,6.23689,9.0
369,M,1.2375,0.95,0.3125,16.93882625,7.654365,3.7137845,4.3941725,8.0
370,F,1.5125,1.2,0.4,25.4295015,9.695529,5.06038575,8.788345,12.0
371,F,1.25,0.9625,0.3125,17.70426275,6.8889285,3.01922175,5.00368675,10.0
372,M,1.5625,1.225,0.4875,33.962701,13.6361095,5.8683465,11.4815475,17.0
373,F,1.4,1.0625,0.3375,22.11261,8.54737425,5.2446575,6.6621325,12.0
374,I,1.0625,0.8125,0.2375,9.25611175,5.14543425,1.8427175,2.551455,7.0
375,F,1.575,1.2,0.425,35.19590425,15.46465225,8.9300925,9.63883,10.0
376,M,1.375,1.1,0.3875,22.01338675,8.164656,5.25883225,6.6621325,14.0
377,M,1.7,1.3375,0.4625,50.4912475,20.695135,9.241937,13.04077,10.0
378,F,1.75,1.4125,0.5375,49.668324,15.1669825,11.97766375,16.44271,15.0
379,F,1.5125,1.2,0.4,30.957654,12.8990225,6.4353365,10.0640725,9.0
380,F,1.25,0.95,0.3125,16.68368075,7.654365,3.7137845,4.3941725,7.0
381,I,0.625,0.45,0.1625,1.88524175,0.8788345,0.38271825,0.60951425,5.0
382,I,1.2875,0.95,0.3,15.37960375,6.90310325,3.118445,3.685435,7.0
383,F,1.4,1.0875,0.3625,24.8058125,12.74310025,5.1879585,6.3786375,9.0
384,M,1.6375,1.275,0.3875,41.560367,17.56251525,8.391452,11.3398,9.0
385,F,1.575,1.3125,0.4375,38.838815,15.52135125,7.7961125,11.3398,12.0
386,I,0.625,0.475,0.15,2.26796,0.83631025,0.396893,0.7087375,4.0
387,F,1.5375,1.1875,0.425,34.7848365,13.60776,6.42116175,11.623295,20.0
388,F,1.6875,1.3,0.4375,41.71628925,17.8885345,8.57572375,11.90679,14.0
389,M,1.4125,1.0625,0.375,27.78251,13.777857,4.5075705,6.3219385,8.0
390,F,1.2125,0.8625,0.3125,12.6155275,4.69184225,2.70737725,4.3941725,8.0
391,M,1.3,1.025,0.4125,26.12406425,9.8372765,6.23689,8.3631025,13.0
392,I,1.2375,0.9875,0.325,18.0019325,9.48290775,3.78465825,5.953395,8.0
393,F,1.625,1.2625,0.4375,38.782116,17.519991,8.29222875,10.3475675,11.0
394,M,0.6875,0.525,0.15,2.83495,0.97805775,0.623689,0.850485,5.0
395,M,1.5625,1.1875,0.475,31.9498865,13.48018725,6.13766675,9.31281075,9.0
396,M,1.675,1.3,0.375,36.173962,17.44911725,8.00873375,10.20582,12.0
397,M,1.375,1.0,0.3375,18.71067,8.4198015,4.57844425,5.0178615,9.0
398,I,0.775,0.5625,0.175,3.72795925,1.360776,0.8788345,1.13398,6.0
399,I,0.7125,0.525,0.1625,2.721552,1.14815475,0.58116475,0.850485,8.0
400,I,1.125,0.825,0.2625,10.41844125,4.8477645,2.5231055,3.40194,8.0
401,I,1.475,1.125,0.3625,22.4244545,10.02154825,5.1312595,6.9456275,9.0
402,I,1.05,0.8125,0.225,8.561549,3.912231,1.7293195,2.4097075,7.0
403,F,1.325,1.0625,0.325,23.0481435,11.35397475,5.71242425,5.2446575,8.0
404,M,1.55,1.2125,0.4375,34.2178465,15.03940975,7.41339425,10.489315,14.0
405,F,1.625,1.2625,0.4125,35.550273,16.48523425,8.54737425,9.02931575,11.0
406,F,1.7125,1.3375,0.5,44.9906565,19.4761065,8.49067525,13.60776,12.0
407,I,1.25,0.9625,0.3375,14.004653,6.3786375,2.9199985,3.9972795,8.0
408,M,0.6125,0.4375,0.1375,1.077281,0.510291,0.18427175,0.29766975,6.0
409,M,1.6125,1.3125,0.45,49.34230475,22.07008575,11.5382465,13.60776,13.0
410,M,1.375,1.075,0.325,18.21455375,9.695529,4.706017,5.03203625,10.0
411,F,1.2625,1.0,0.375,17.19397175,6.2085405,3.86970675,5.9250455,13.0
412,M,1.3125,1.0125,0.3625,22.77882325,10.61688775,4.422522,6.23689,9.0
413,M,1.55,1.1875,0.4125,39.745999,19.731252,8.32057825,9.525432,10.0
414,M,1.6125,1.225,0.375,31.467945,13.437663,6.80388,9.07184,11.0
415,M,1.6125,1.25,0.475,41.80133775,18.200379,8.731646,11.7650425,17.0
416,I,1.0125,0.75,0.225,8.561549,3.515338,1.74349425,2.26796,6.0
417,F,1.375,1.0625,0.3625,23.43086175,10.61688775,4.49339575,8.3631025,11.0
418,F,1.4625,1.1625,0.3125,27.62658775,8.1930055,5.6415505,10.3475675,15.0
419,I,0.95,0.75,0.2125,7.98038425,3.55786225,1.5592225,2.551455,6.0
420,I,1.3,1.025,0.35,20.97863,8.34892775,4.63514325,5.14543425,9.0
421,F,1.0,0.75,0.25,8.40562675,3.96893,1.77184375,3.16096925,12.0
422,I,1.15,0.9125,0.3125,15.4504775,6.3219385,2.76407625,4.876114,8.0
423,I,1.2375,0.95,0.3625,18.12950525,8.278054,4.479221,5.386405,11.0
424,M,1.25,0.9375,0.35,19.447757,7.8528115,3.78465825,5.159609,11.0
425,M,1.35,1.0625,0.4,23.11901725,10.41844125,4.8477645,7.654365,11.0
426,F,1.4125,1.125,0.35,23.71435675,11.0846545,4.09650275,6.520385,10.0
427,I,1.1875,0.8875,0.3125,16.2442635,8.391452,3.515338,3.9972795,7.0
428,F,1.6125,1.25,0.425,40.83745475,11.9918385,9.241937,10.61688775,18.0
429,I,0.7,0.525,0.15,2.381358,0.83631025,0.623689,0.850485,5.0
430,M,1.4125,1.1,0.375,27.499015,12.94154675,6.90310325,8.9300925,9.0
431,F,1.5625,1.225,0.3875,34.79901125,17.293195,7.29999625,8.0796075,9.0
432,F,1.575,1.2625,0.4,36.457457,14.2597985,8.60407325,10.3475675,11.0
433,F,1.5625,1.225,0.425,33.35318675,15.46465225,8.221355,9.7805775,11.0
434,F,1.3875,1.1375,0.375,26.54930675,12.28950825,5.00368675,8.221355,10.0
435,I,1.125,0.875,0.2625,12.7289255,5.3013565,2.324659,3.685435,8.0
436,F,1.45,1.15,0.3875,22.97726975,9.752228,5.14543425,7.5126175,11.0
437,M,1.3,0.9625,0.3,18.653971,8.71747125,3.52951275,4.819415,9.0
438,I,1.1875,0.9125,0.25,11.66581925,5.556502,2.22543575,2.778251,6.0
439,F,1.4,1.0375,0.375,24.720764,12.77144975,5.54232725,5.2446575,8.0
440,F,1.5125,1.2,0.4125,28.50542225,13.70698325,6.917278,8.3631025,10.0
441,F,1.375,1.05,0.35,27.499015,13.154168,5.54232725,7.7961125,11.0
442,I,1.4125,1.075,0.375,22.75047375,10.4609655,4.86193925,6.3786375,9.0
443,F,1.625,1.2625,0.4875,36.55668025,16.5277585,8.60407325,11.623295,12.0
444,I,0.8125,0.65,0.175,5.10291,2.664853,1.37495075,1.5592225,5.0
445,M,1.3875,1.0875,0.425,26.251637,11.453198,6.577084,7.2291225,12.0
446,F,1.5,1.25,0.4125,35.62114675,15.705623,8.278054,9.07184,10.0
447,F,1.45,1.1375,0.3875,31.524644,10.81533425,6.2652395,10.3475675,11.0
448,I,0.9375,0.7,0.225,6.70465675,2.05533875,1.43164975,2.1262125,7.0
449,F,1.2625,0.975,0.325,18.44134975,8.448151,4.52174525,5.5281525,12.0
450,I,0.8125,0.6125,0.1875,4.09650275,2.26796,0.92135875,1.8427175,6.0
451,I,1.175,0.925,0.35,14.118051,5.06038575,3.30271675,4.29494925,8.0
452,M,1.4375,1.125,0.375,26.2232875,11.4815475,5.273007,7.7961125,8.0
453,M,1.375,1.05,0.325,20.97863,9.02931575,4.932813,5.2446575,9.0
454,M,1.35,1.05,0.425,23.79940525,9.42620875,4.60679375,8.221355,9.0
455,I,0.925,0.6875,0.2,6.13766675,2.721552,1.0489315,1.984465,6.0
456,M,1.3,1.0375,0.35,18.71067,8.63242275,4.195726,4.9611625,8.0
457,M,1.625,1.3,0.425,41.8863863,18.9091165,9.6671795,10.3475675,11.0
458,M,1.25,0.975,0.3375,17.61921425,9.6671795,3.6003865,5.2446575,8.0
459,F,1.475,1.175,0.375,26.08154,11.679994,6.59125875,7.5126175,9.0
460,M,1.5125,1.225,0.375,37.0527965,14.911837,8.34892775,9.355335,11.0
461,F,1.7875,1.325,0.4375,44.4803655,16.42853525,9.412034,15.4504775,14.0
462,F,1.4875,1.125,0.3875,37.32211675,14.7133905,7.07320025,10.20582,10.0
463,M,1.4375,1.125,0.3125,27.895908,13.56523575,5.59902625,6.3786375,8.0
464,I,1.1,0.8,0.3125,13.551061,6.860579,2.608154,3.2601925,6.0
465,M,1.75,1.35,0.55,45.68521925,18.92329125,8.29222875,14.3164975,11.0
466,F,1.5625,1.2,0.45,33.40988575,12.47378,7.07320025,11.056305,17.0
467,I,1.375,1.075,0.3625,19.17843675,8.448151,3.6003865,6.180191,10.0
468,F,1.25,1.0125,0.3375,17.179797,7.8528115,3.95475525,5.2446575,9.0
469,F,1.25,1.0,0.35,18.83824275,8.561549,3.515338,5.6699,16.0
470,M,1.5625,1.25,0.4125,37.74735925,16.93882625,8.391452,10.0640725,11.0
471,F,0.8625,0.6375,0.225,5.85417175,2.211261,1.304077,1.70097,10.0
472,I,0.9875,0.7625,0.225,7.994559,2.76407625,1.77184375,2.721552,6.0
473,F,1.45,1.125,0.4125,28.2644515,13.08329425,5.2446575,6.520385,11.0
474,I,1.1,0.85,0.3125,14.38737125,5.99591925,2.948348,3.86970675,9.0
475,I,1.2125,1.0125,0.3125,17.123098,7.24329725,3.6570855,4.706017,9.0
476,F,1.4625,1.15,0.4,25.92561775,12.06271225,5.4714535,7.5126175,9.0
477,M,1.5125,1.2375,0.4125,32.41765325,13.93377925,6.93145275,9.922325,11.0
478,F,1.5,1.175,0.4125,32.601925,12.23280925,8.0796075,8.9300925,14.0
479,I,1.45,1.15,0.3875,25.897921,12.37455675,5.25883225,7.41339425,9.0
480,I,1.3625,1.0,0.35,21.92833825,10.9712565,4.422522,6.23689,9.0
481,M,1.6125,1.3,0.4375,41.97143475,18.83824275,9.412034,11.90679,10.0
482,M,1.475,1.175,0.4125,31.3261975,13.324265,6.6054335,10.20582,14.0
483,F,1.4125,1.1,0.375,26.94619975,12.94154675,5.45727875,7.5126175,12.0
484,F,1.45,1.0875,0.3625,25.741346,11.35397475,6.293589,7.2291225,10.0
485,I,1.325,1.025,0.325,19.74542675,9.48290775,3.6570855,5.10291,8.0
486,I,1.1125,0.85,0.35,12.7856245,5.10291,3.04757125,4.1106775,8.0
487,M,1.375,1.0375,0.3625,19.97222275,7.314171,4.422522,7.2291225,11.0
488,I,1.0375,0.7625,0.2625,9.25611175,4.6776675,1.74349425,2.551455,9.0
489,M,1.6375,1.2625,0.475,40.83745475,18.0586315,8.391452,9.2135875,10.0
490,I,0.8875,0.6625,0.2,5.783298,1.77184375,0.94970825,1.8427175,8.0
491,F,1.2375,0.9625,0.325,16.25843825,6.8322295,3.04757125,5.5281525,16.0
492,M,1.525,1.225,0.4125,30.0221205,14.628342,6.577084,9.07184,9.0
493,I,1.175,0.85,0.3125,13.39513875,5.54232725,2.93417325,3.96893,8.0
494,M,1.425,1.15,0.425,34.8415355,14.6566915,7.52679225,9.63883,17.0
495,F,1.4125,1.15,0.375,28.8314415,12.1619355,5.2446575,7.5126175,8.0
496,I,0.9375,0.6625,0.2375,5.5848515,2.721552,1.11980525,1.644271,6.0
497,F,1.425,1.15,0.3625,26.80445225,10.84368375,5.556502,6.3219385,10.0
498,F,1.5875,1.2125,0.4,31.9498865,15.081934,6.4920355,8.221355,11.0
499,M,1.25,0.95,0.35,14.04717725,5.74077375,3.345241,4.53592,10.0
500,I,1.125,0.85,0.2625,11.21222725,6.293589,2.84912475,3.118445,7.0
501,I,0.875,0.6375,0.2125,4.43669675,1.927766,1.09145575,1.70097,5.0
502,F,1.5625,1.2625,0.475,37.15201975,15.4504775,7.47009325,10.20582,11.0
503,M,1.575,1.2875,0.4125,35.777069,13.2959155,7.49844275,11.623295,13.0
504,I,0.775,0.55,0.2,4.43669675,1.91359125,1.03475675,1.360776,9.0
505,M,1.575,1.2625,0.4625,37.42134,15.30873,9.39785925,10.886208,11.0
506,I,0.4,0.325,0.1125,0.510291,0.2551455,0.21262125,0.283495,4.0
507,M,1.3625,1.025,0.4125,22.41027975,10.319218,4.5075705,6.3786375,13.0
508,I,1.0,0.775,0.225,9.31281075,3.98310475,1.5025235,2.2963095,7.0
509,I,0.95,0.7125,0.25,6.53455975,2.67902775,1.31825175,2.1262125,7.0
510,M,1.5625,1.2375,0.425,35.76289425,15.26620575,7.98038425,8.788345,10.0
511,I,0.5625,0.4875,0.1,1.06310625,0.510291,0.18427175,0.4252425,6.0
512,I,1.1375,0.8875,0.35,14.81261375,5.6699,3.01922175,4.6776675,8.0
513,F,1.575,1.2625,0.425,35.50774875,14.628342,7.41339425,10.20582,10.0
514,I,0.7,0.525,0.1875,3.005047,1.1056305,1.17650425,0.9922325,5.0
515,I,0.925,0.6875,0.2375,6.577084,2.438057,1.88524175,2.1262125,8.0
516,M,1.575,1.2875,0.375,30.277266,12.757275,7.2858215,8.9300925,10.0
517,F,1.6625,1.3625,0.45,46.84754875,17.3215445,9.36950975,13.04077,11.0
518,M,1.5,1.1375,0.4375,34.65726375,15.2803805,8.54737425,9.2135875,10.0
519,M,1.175,0.925,0.3125,12.927372,4.6776675,2.70737725,4.819415,9.0
520,M,1.0125,0.775,0.225,9.015141,4.3374735,1.984465,2.6932025,7.0
521,F,1.575,1.225,0.4375,33.46658475,13.9763035,8.107957,9.922325,9.0
522,F,1.325,0.9875,0.3375,19.43358225,10.432616,3.9405805,5.2446575,7.0
523,I,1.675,1.3125,0.5,47.116869,17.463292,8.845044,16.44271,22.0
524,F,1.525,1.2,0.425,31.02852775,10.375917,7.881161,9.7805775,13.0
525,M,1.375,1.075,0.375,24.2388225,11.679994,6.577084,6.520385,10.0
526,M,1.125,0.825,0.25,13.99047825,6.123492,3.288542,3.8271825,7.0
527,M,1.4125,1.1,0.3625,27.895908,13.4660125,6.2652395,7.540967,9.0
528,F,1.325,1.025,0.35,19.74542675,7.75358825,4.60679375,6.23689,12.0
529,M,1.55,1.2125,0.4125,31.25532375,13.79203175,7.711064,7.654365,10.0
530,I,1.15,0.875,0.35,13.08329425,6.350288,2.50893075,3.2601925,7.0
531,F,1.6375,1.2125,0.5,49.8667705,18.8524175,7.7394135,15.30873,17.0
532,I,0.6875,0.4875,0.15,3.30271675,1.360776,0.58116475,0.7087375,6.0
533,I,1.575,1.225,0.425,33.4807595,12.28950825,7.824462,9.07184,11.0
534,M,1.55,1.225,0.4125,32.50270175,13.62193475,6.59125875,9.922325,10.0
535,I,0.875,0.6625,0.2125,5.556502,2.25378525,1.57339725,1.3891255,7.0
536,M,0.975,0.725,0.2375,8.32057825,3.44446425,1.31825175,2.26796,7.0
537,M,1.5,1.1875,0.4125,33.26813825,13.437663,6.95980225,9.355335,21.0
538,I,1.325,1.025,0.325,23.00561925,9.48290775,5.25883225,6.80388,15.0
539,I,1.3875,1.0625,0.3375,23.43086175,10.149121,4.37999775,6.23689,9.0
540,F,1.225,0.875,0.2875,17.50581625,7.087375,3.96893,5.2446575,11.0
541,M,1.525,1.1875,0.4,27.82503425,12.23280925,5.20213325,7.7961125,10.0
542,I,1.0,0.8125,0.3,9.36950975,3.98310475,1.8994165,2.6932025,9.0
543,M,1.275,0.9375,0.3125,15.2236815,7.52679225,3.01922175,4.819415,8.0
544,I,1.025,0.7625,0.2375,9.73805325,4.63514325,1.77184375,2.83495,7.0
545,F,1.3375,1.0125,0.375,24.42309425,11.0846545,6.0951425,6.80388,9.0
546,F,1.425,1.1625,0.3875,26.54930675,10.6877615,5.1879585,8.6465975,10.0
547,M,1.525,1.2125,0.4125,35.33765175,13.99047825,7.27164675,10.0640725,13.0
548,M,1.25,0.9875,0.3,15.87572,7.52679225,3.175144,4.3941725,9.0
549,M,1.5625,1.25,0.4,31.808139,12.40290625,6.577084,10.6310625,16.0
550,I,0.825,0.6125,0.1625,4.91863825,2.19708625,1.077281,1.417475,6.0
551,F,1.4375,1.1375,0.3625,26.46425825,12.96989625,5.59902625,8.9300925,9.0
552,I,0.6375,0.5125,0.175,2.0695135,0.793786,0.58116475,0.7087375,5.0
553,F,1.2125,0.925,0.3,15.43630275,6.8322295,3.75630875,4.3941725,8.0
554,I,1.4625,1.1625,0.35,23.43086175,10.73028575,4.309124,6.3786375,8.0
555,F,1.5375,1.1875,0.3875,30.8159065,14.5432935,6.577084,8.50485,12.0
556,M,1.3625,1.075,0.375,21.50309575,8.88756825,4.139027,6.520385,8.0
557,I,0.7,0.525,0.1875,2.83495,1.20485375,0.623689,0.9922325,5.0
558,F,1.55,1.25,0.4375,32.44600275,15.025235,7.257472,8.9300925,8.0
559,I,1.1875,0.9375,0.25,14.571643,6.59125875,2.6365035,3.685435,7.0
560,F,1.4875,1.2125,0.4125,29.1149365,11.18387775,6.22271525,9.355335,14.0
561,I,1.175,0.9375,0.3125,13.437663,5.6699,2.90582375,3.84135725,7.0
562,I,1.15,0.9125,0.3,14.571643,6.8322295,2.65067825,4.3941725,11.0
563,I,1.15,0.8625,0.275,10.75863525,4.32329875,2.097863,3.118445,7.0
564,F,1.5,1.1875,0.3625,24.720764,11.679994,5.17378375,7.37087,10.0
565,F,1.5625,1.2125,0.425,33.43823525,13.25339125,8.60407325,9.07184,8.0
566,F,1.6875,1.3,0.3875,41.39027,18.5122235,8.85921875,10.5176645,13.0
567,I,1.125,0.875,0.275,13.777857,5.4147545,2.778251,4.025629,9.0
568,F,1.4875,1.1875,0.3875,29.8520235,13.87708025,6.59125875,7.654365,8.0
569,M,1.4375,1.125,0.3625,24.834162,12.94154675,5.386405,7.540967,10.0
570,F,1.25,1.0,0.325,20.3265915,9.48290775,4.025629,5.5281525,8.0
571,M,1.85,1.4875,0.5125,54.090846,25.3728025,11.9918385,14.10387625,14.0
572,I,1.225,0.9875,0.35,16.31513725,6.9456275,3.72795925,5.2446575,8.0
573,I,1.125,0.8375,0.3375,10.2908685,4.69184225,2.33883375,3.118445,7.0
574,I,1.4,1.1125,0.35,23.71435675,9.05766525,6.90310325,6.0951425,8.0
575,M,1.625,1.275,0.475,41.8722115,18.9091165,9.6104805,12.6155275,27.0
576,M,1.075,0.8125,0.2875,10.33339275,4.309124,2.097863,3.118445,9.0
577,I,1.0,0.8,0.25,8.46232575,3.21766825,1.65844575,2.6932025,7.0
578,F,1.475,1.1875,0.3625,31.59551775,14.401546,6.80388,7.6260155,10.0
579,I,1.3,0.95,0.3375,15.83319575,7.3425205,3.40194,4.819415,9.0
580,I,1.4375,1.0875,0.3625,24.9192105,11.09882925,4.6776675,7.881161,9.0
581,M,1.575,1.225,0.375,26.54930675,12.1619355,5.499803,8.221355,9.0
582,I,1.125,0.8375,0.3375,14.0330025,7.10154975,3.24601775,3.96893,7.0
583,I,1.0125,0.75,0.25,7.9095105,3.55786225,1.70097,2.1262125,7.0
584,M,1.5625,1.225,0.475,34.74231225,15.03940975,8.54737425,9.31281075,10.0
585,I,1.175,0.925,0.2875,12.984071,5.896696,2.73572675,2.6932025,7.0
586,M,1.5625,1.2,0.3875,35.6920205,16.896302,8.77417025,7.654365,9.0
587,M,1.575,1.2,0.4375,40.9083285,18.80989325,7.04485075,9.76640275,9.0
588,I,0.9125,0.6625,0.2,6.8322295,2.948348,1.54504775,1.984465,6.0
589,I,1.3125,0.9875,0.3,17.293195,8.09378225,3.7137845,4.7343665,8.0
590,F,1.5625,1.225,0.4375,32.47435225,14.18892475,7.66853975,8.9300925,11.0
591,I,0.9375,0.675,0.2375,6.1518415,2.7499015,1.247378,1.984465,7.0
592,F,1.45,1.075,0.3375,23.019794,11.12717875,4.6776675,6.9456275,9.0
593,M,1.575,1.25,0.4375,33.92017675,20.68096025,6.4353365,9.51125725,12.0
594,M,1.625,1.2875,0.4625,39.2073585,18.58309725,8.34892775,9.922325,11.0
595,F,1.3125,1.0,0.35,20.241543,9.99319875,4.3941725,5.2446575,7.0
596,M,1.5375,1.2125,0.3875,34.8415355,13.4660125,6.7755305,13.4660125,16.0
597,M,1.6375,1.275,0.45,38.8671645,15.422128,7.01650125,12.6155275,11.0
598,F,1.375,1.075,0.35,24.777463,10.8011595,6.05261825,6.23689,12.0
599,I,1.3,1.0,0.325,16.839603,7.7961125,3.72795925,5.10291,8.0
600,F,1.2625,0.9375,0.375,21.38969775,9.82310175,4.479221,6.23689,8.0
601,F,1.4125,1.1,0.375,25.51455,10.98543125,5.159609,7.654365,10.0
602,I,0.9125,0.675,0.2125,5.896696,2.7499015,1.17650425,1.8427175,7.0
603,I,0.75,0.575,0.1875,3.6003865,1.474174,1.190679,1.13398,7.0
604,M,1.4375,1.125,0.4125,24.2955215,9.87980075,4.86193925,7.2291225,11.0
605,F,1.4875,1.2,0.5,32.715323,14.50076925,7.66853975,11.1980525,12.0
606,I,1.175,0.8875,0.2875,13.04077,6.13766675,2.82077525,3.96893,8.0
607,M,1.55,1.2375,0.4125,37.364641,14.16057525,8.50485,11.056305,11.0
608,F,1.6875,1.3,0.4375,46.67745175,23.96950225,11.793392,12.8990225,11.0
609,M,1.5375,1.225,0.4,29.18581025,13.947954,6.95980225,7.93786,9.0
610,I,0.9,0.6625,0.2,6.13766675,2.721552,1.0489315,1.74349425,8.0
611,M,1.675,1.2625,0.4125,36.32988425,16.20173925,7.29999625,9.07184,9.0
612,M,1.1375,0.875,0.275,13.947954,6.08096775,2.891649,4.3941725,8.0
613,M,1.4375,1.125,0.3375,24.8058125,10.262519,6.123492,7.5126175,11.0
614,M,1.3125,1.025,0.3875,21.64484325,7.52679225,4.63514325,7.12989925,9.0
615,I,1.4125,1.125,0.35,25.3728025,11.396499,5.5281525,6.973977,9.0
616,F,0.8625,0.65,0.2125,5.10291,2.4097075,1.48834875,1.70097,9.0
617,I,0.7,0.525,0.1375,3.005047,1.17650425,0.75126175,0.9922325,5.0
618,I,1.3875,1.0625,0.3125,21.0069795,9.865626,4.252425,5.839997,7.0
619,M,1.3,1.0,0.3375,18.427175,7.654365,5.8683465,5.953395,8.0
620,M,1.1,0.85,0.2625,13.0691195,5.9250455,2.67902775,3.5436875,9.0
621,F,1.5875,1.2875,0.4875,35.4652245,14.84096325,8.74582075,10.9145575,11.0
622,I,1.125,0.875,0.2875,12.190285,5.386405,3.0333965,4.1106775,6.0
623,M,1.275,1.0,0.35,18.83824275,8.94426725,4.89028875,5.6699,9.0
624,F,1.3125,1.0125,0.3375,21.885814,8.561549,4.26659975,7.37087,15.0
625,I,0.875,0.6875,0.225,5.8116475,2.721552,1.1623295,1.7860185,7.0
626,F,1.4,1.1,0.3625,24.42309425,12.757275,4.86193925,6.520385,9.0
627,I,0.875,0.6375,0.1625,5.06038575,2.19708625,0.86465975,1.530873,6.0
628,M,1.275,1.0,0.325,21.64484325,9.25611175,4.06815325,6.520385,10.0
629,M,1.7,1.3125,0.475,50.8306535,24.6924145,11.0846545,12.190285,11.0
