id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
4120,I,1.125,0.8125,0.2875,9.93649975,4.83358975,2.1262125,3.40194,8.0
4121,F,1.4875,1.175,0.3625,32.10580875,13.6361095,7.10154975,8.9300925,11.0
4122,F,1.25,1.0125,0.3125,18.5689225,7.540967,4.89028875,5.8116475,10.0
4123,I,0.975,0.725,0.225,7.654365,3.58621175,1.7293195,2.50893075,7.0
4124,F,1.725,1.375,0.5,43.0628905,17.78931125,10.7444605,12.757275,11.0
4125,F,1.6125,1.3125,0.525,41.318036,17.463292,7.32834575,11.623295,16.0
4126,I,1.125,0.85,0.3,12.417081,6.860579,2.70737725,3.2601925,8.0
4127,F,1.5375,1.1875,0.4375,31.59551775,13.437663,6.80388,9.63883,14.0
4128,F,1.375,1.125,0.3625,22.92057075,10.61688775,4.1106775,7.0590255,11.0
4129,F,1.4875,1.1375,0.3875,26.18076325,12.6722265,5.51397775,7.12989925,9.0
4130,M,1.375,1.0875,0.3875,25.741346,11.8784405,5.783298,7.5126175,8.0
4131,I,1.1625,0.875,0.3375,16.40018575,8.3631025,3.0333965,4.9611625,10.0
4132,M,1.4375,1.125,0.3625,27.68328675,12.71475075,4.57844425,7.087375,9.0
4133,M,1.375,1.1,0.325,21.41804725,11.60912025,4.72019175,5.8116475,9.0
4134,F,1.4875,1.2,0.35,25.41532675,11.8217415,5.216308,7.087375,12.0
4135,I,1.0,0.7625,0.2,7.994559,3.458639,1.8427175,2.76407625,7.0
4136,M,1.2125,0.975,0.35,15.2236815,5.34388075,3.175144,5.20213325,14.0
4137,M,1.75,1.4125,0.4375,52.09220625,20.14231975,10.6310625,12.3887315,14.0
4138,M,1.25,0.95,0.3375,17.95940825,7.01650125,4.025629,5.2446575,9.0
4139,M,1.4,1.1375,0.3875,23.88445375,9.468733,5.96756975,7.087375,14.0
4140,F,1.3,1.0625,0.4,26.01066625,11.04213025,6.30776375,7.37087,8.0
4141,I,1.175,0.8875,0.275,11.38232425,4.9044635,2.99087225,3.8271825,8.0
4142,F,1.2875,1.0375,0.35,20.0997955,9.6671795,5.159609,5.2446575,11.0
4143,F,1.325,1.05,0.325,16.17338975,6.81805475,4.5075705,4.9611625,7.0
4144,I,0.9375,0.7,0.2125,6.19436575,2.82077525,1.11980525,1.5592225,7.0
4145,F,1.4375,1.0875,0.3625,26.09571475,10.149121,5.3013565,8.0796075,11.0
4146,M,1.5,1.175,0.3625,27.499015,13.25339125,5.556502,8.3631025,11.0
4147,F,1.0,0.75,0.275,9.63883,3.78465825,2.324659,3.40194,11.0
4148,F,1.3625,1.025,0.35,22.4244545,9.5537815,4.01145425,6.23689,10.0
4149,M,1.6625,1.2875,0.4375,38.838815,15.29455525,8.6465975,10.9145575,11.0
4150,F,1.6,1.2875,0.475,34.529691,13.4093135,6.36446275,11.90679,15.0
4151,I,0.875,0.6625,0.2375,6.39281225,2.59397925,1.34660125,1.927766,6.0
4152,M,1.6125,1.3,0.4375,37.9032815,18.313777,8.83086925,10.489315,10.0
4153,F,1.5375,1.1875,0.375,32.6302745,15.8473705,6.917278,9.63883,11.0
4154,F,1.5125,1.125,0.375,32.16250775,12.85649825,7.89533575,9.19941275,10.0
4155,F,1.725,1.375,0.4875,47.18774275,21.432222,9.979024,10.61688775,9.0
4156,M,1.3625,1.05,0.325,24.87668625,10.90038275,4.66349275,7.2291225,15.0
4157,M,1.375,1.05,0.3,24.94756,9.8372765,5.71242425,7.7961125,9.0
4158,M,1.4,1.1125,0.3625,25.41532675,11.793392,6.0951425,7.7961125,9.0
4159,I,1.4125,1.125,0.3625,24.76328825,11.38232425,5.556502,7.2291225,8.0
4160,M,0.95,0.75,0.25,8.5331995,3.75630875,1.9561155,2.551455,7.0
4161,I,0.975,0.7125,0.2125,6.0384435,2.42388225,1.37495075,2.26796,7.0
4162,F,1.25,0.9375,0.3,16.62698175,7.04485075,3.01922175,4.09650275,8.0
4163,I,0.7,0.525,0.1875,3.1467945,1.4458245,0.80796075,0.850485,5.0
4164,F,1.4375,1.2,0.45,25.86891875,10.5176645,4.7343665,10.20582,9.0
4165,I,0.8625,0.65,0.225,5.556502,2.381358,1.28990225,1.70097,6.0
4166,I,1.1,0.8625,0.3,13.53688625,5.6699,3.061746,4.025629,8.0
4167,I,0.9875,0.7875,0.2375,9.4970825,4.03980375,2.33883375,2.551455,8.0
4168,I,1.2125,0.9375,0.3125,15.8473705,6.76135575,3.01922175,4.819415,9.0
4169,F,1.1,0.8125,0.2875,9.2135875,3.92640575,2.4664065,3.2034935,10.0
4170,F,1.45,1.175,0.4875,31.2694985,11.15552825,5.71242425,11.3398,13.0
4171,I,0.925,0.7,0.2125,6.30776375,2.48058125,1.48834875,1.871067,7.0
4172,I,0.8375,0.55,0.2375,4.63514325,1.91359125,1.304077,1.360776,6.0
4173,I,1.475,1.125,0.425,33.8209535,16.6411565,5.11708475,6.80388,8.0
4174,F,1.15,0.875,0.325,16.40018575,6.56290925,3.50116325,5.386405,10.0
4175,M,1.6375,1.3125,0.5375,40.25629,12.8990225,10.56018875,12.0485375,16.0
4176,F,1.4875,1.1375,0.375,27.71163625,9.525432,6.860579,8.0796075,12.0
4177,F,1.1,0.85,0.25,13.5794105,5.74077375,2.31048425,3.5436875,9.0
4178,F,1.575,1.2125,0.4375,35.19590425,13.73533275,6.50621025,17.860185,16.0
4179,F,1.325,1.025,0.325,19.901349,9.99319875,4.26659975,5.20213325,8.0
4180,M,1.5125,1.175,0.4125,36.27318525,17.16562225,6.76135575,8.77417025,9.0
4181,F,1.2125,0.925,0.3625,16.9813505,6.67630725,3.86970675,6.23689,16.0
4182,M,1.4,1.15,0.4125,30.107169,9.63883,6.56290925,8.1363065,14.0
4183,M,1.475,1.125,0.35,27.68328675,13.08329425,6.25106475,7.087375,9.0
4184,F,1.55,1.225,0.375,32.16250775,14.21727425,7.52679225,8.9300925,11.0
4185,I,0.9,0.675,0.25,6.23689,2.45223175,1.13398,1.8427175,6.0
4186,F,1.5,1.175,0.375,31.1561005,15.37960375,6.30776375,7.5126175,12.0
4187,I,0.65,0.475,0.1625,2.8066005,1.0489315,0.32601925,1.13398,6.0
4188,I,1.325,1.025,0.3375,21.3471735,9.8939755,3.9972795,5.00368675,8.0
4189,M,1.575,1.225,0.4125,34.7848365,16.3009625,8.54737425,8.68912175,11.0
4190,I,1.0625,0.825,0.25,9.0434905,4.1673765,1.4458245,2.5798045,8.0
4191,I,0.8625,0.7,0.2625,7.72523875,3.458639,1.63009625,2.26796,6.0
4192,M,1.6125,1.2625,0.4375,37.42134,13.73533275,8.94426725,11.12717875,18.0
4193,I,1.175,0.8875,0.2625,13.36678925,6.44951125,2.65067825,4.252425,9.0
4194,I,0.3875,0.325,0.0,0.49611625,0.18427175,0.18427175,0.1417475,5.0
4195,M,1.5,1.2125,0.3875,32.2900805,12.40290625,8.46232575,9.2135875,11.0
4196,M,1.45,1.1,0.4,26.818627,11.69416875,6.917278,7.7961125,16.0
4197,M,1.4125,1.125,0.3375,28.64716975,10.9712565,5.9250455,7.12989925,10.0
4198,I,1.275,1.0125,0.325,19.85882475,8.164656,3.86970675,5.10291,12.0
4199,M,1.525,1.15,0.375,27.6974615,12.6722265,6.19436575,7.5126175,10.0
4200,I,1.2625,1.0,0.3,14.9968855,6.36446275,3.4869885,4.8477645,10.0
4201,I,0.475,0.325,0.1,0.75126175,0.35436875,0.1417475,0.2551455,5.0
4202,I,0.975,0.725,0.2375,11.2547515,5.4147545,2.5231055,2.83495,6.0
4203,F,1.125,0.825,0.3125,12.60135275,5.6982495,2.5231055,3.40194,7.0
4204,I,0.9625,0.7,0.275,8.901743,3.75630875,1.6159215,2.83495,7.0
4205,M,1.4375,1.1625,0.375,25.92561775,10.5176645,6.690482,7.2291225,10.0
4206,M,1.45,1.1375,0.35,27.499015,13.2959155,6.19436575,7.5126175,10.0
4207,M,1.525,1.2375,0.4125,30.1922175,13.9763035,6.747181,8.9300925,11.0
4208,M,1.4875,1.1375,0.375,28.91649,13.05494475,6.19436575,7.12989925,10.0
4209,I,1.3375,1.0,0.3125,16.76872925,6.8322295,3.07592075,4.3941725,8.0
4210,F,1.1125,0.8625,0.3125,12.2186345,4.9611625,2.9766975,4.3941725,14.0
4211,F,1.4,1.05,0.2875,23.019794,8.94426725,4.9611625,5.57067675,11.0
4212,F,1.4375,1.15,0.3875,24.7491135,10.44679075,4.32329875,7.2291225,10.0
4213,M,1.625,1.3125,0.475,45.23162725,18.3421265,9.3836845,14.5999925,11.0
4214,M,1.5,1.2375,0.4125,34.9549335,15.989118,7.767763,9.128539,11.0
4215,M,1.25,1.0,0.35,16.85377775,6.917278,3.6003865,5.386405,10.0
4216,F,1.4,1.125,0.3125,24.777463,12.0485375,4.86193925,6.3786375,9.0
4217,F,1.4875,1.1625,0.4125,32.31843,11.793392,6.860579,10.3475675,11.0
4218,M,0.875,0.6625,0.225,8.901743,3.912231,1.68679525,2.83495,11.0
4219,M,1.65,1.3,0.4375,35.0116325,15.97494325,6.747181,11.3398,10.0
4220,I,0.4125,0.3,0.125,0.9922325,0.226796,0.226796,0.226796,4.0
4221,F,1.35,1.0375,0.4375,26.251637,9.7805775,5.5281525,7.7961125,17.0
4222,M,1.775,1.35,0.5125,52.219779,27.65493725,11.5382465,13.891255,12.0
4223,I,0.5375,0.425,0.125,1.6159215,0.737087,0.35436875,0.4252425,6.0
4224,I,0.9375,0.7,0.2,7.540967,3.628736,1.77184375,2.324659,7.0
4225,M,1.5,1.1875,0.4125,32.98464325,13.99047825,8.9300925,9.355335,15.0
4226,F,1.55,1.275,0.375,34.9549335,14.10387625,7.07320025,11.1980525,13.0
4227,M,1.625,1.225,0.4125,33.38153625,13.99047825,8.1363065,9.7805775,11.0
4228,M,1.3125,0.9625,0.3125,16.839603,7.24329725,3.572037,5.216308,9.0
4229,I,1.1875,0.8875,0.3375,17.22232125,7.10154975,3.35941575,4.6776675,12.0
4230,I,1.4375,1.1125,0.375,29.49765475,11.4248485,6.1518415,8.50485,13.0
4231,I,0.6875,0.5,0.175,3.118445,1.2190285,0.793786,1.13398,6.0
4232,M,1.525,1.1125,0.3625,27.8108595,12.68640125,4.86193925,7.200773,10.0
4233,F,1.6,1.2625,0.425,38.20095125,16.612807,8.2497045,10.3475675,11.0
4234,I,1.1625,0.875,0.2625,13.19669225,5.556502,2.96252275,3.8271825,9.0
4235,F,1.75,1.325,0.4125,38.79629075,16.5277585,7.27164675,13.324265,13.0
4236,I,0.7125,0.5375,0.2,3.515338,1.54504775,0.60951425,0.850485,13.0
4237,F,1.6125,1.3,0.475,45.5576465,17.2648455,10.92873225,11.623295,10.0
4238,M,1.45,1.15,0.3875,27.8675585,12.99824575,5.896696,7.5126175,10.0
4239,F,1.3,0.95,0.4125,17.42076775,6.633783,4.1673765,6.520385,14.0
4240,I,1.175,0.925,0.3125,14.64251675,6.066793,3.07592075,4.53592,6.0
4241,I,0.425,0.3125,0.1125,0.66621325,0.26932025,0.15592225,0.226796,3.0
4242,F,1.6875,1.35,0.5125,45.91201525,18.12950525,9.128539,13.25339125,10.0
4243,I,1.05,0.8125,0.2,9.4970825,4.422522,1.587572,2.9766975,7.0
4244,M,1.375,1.1125,0.4125,29.937072,10.61688775,7.58349125,10.0640725,13.0
4245,F,1.3125,1.0,0.3375,20.921931,8.50485,4.86193925,5.10291,8.0
4246,M,1.425,1.1375,0.4,29.29144075,14.78426425,6.64795775,7.7961125,9.0
4247,I,0.9625,0.7625,0.2625,8.3064035,2.7499015,1.417475,2.721552,17.0
4248,M,1.5625,1.2375,0.3875,40.44056175,17.9452335,7.37087,9.7805775,11.0
4249,M,1.2375,0.9625,0.375,21.885814,8.32057825,4.29494925,7.087375,11.0
4250,M,1.45,1.1875,0.375,26.54930675,11.5949455,5.0745605,8.3631025,13.0
4251,M,1.4875,1.1875,0.3625,29.41260625,12.40290625,5.6415505,7.5126175,11.0
4252,M,1.5625,1.2,0.4125,34.9549335,17.0097,8.26387925,8.9867915,10.0
4253,M,1.5375,1.1875,0.375,31.18445,14.401546,6.9456275,9.17106325,10.0
4254,M,1.375,1.0625,0.3625,23.81358,9.8372765,4.72019175,7.2291225,15.0
4255,F,1.6375,1.275,0.475,39.41997975,16.31513725,6.93145275,11.623295,10.0
4256,I,1.1,0.8125,0.25,10.7444605,4.63514325,2.5231055,2.83495,7.0
4257,M,1.875,1.425,0.5125,62.3972495,30.333965,14.72756525,16.5844575,14.0
4258,M,1.425,1.075,0.425,22.58037675,11.566596,4.83358975,6.23689,8.0
4259,M,1.2,0.9375,0.3,16.42853525,6.123492,3.7137845,5.5281525,10.0
4260,M,1.45,1.1625,0.35,33.6508565,15.0535845,6.27941425,6.6621325,10.0
4261,M,1.475,1.175,0.375,31.62386725,11.113004,6.973977,8.9300925,13.0
4262,M,1.55,1.2125,0.4,34.302895,13.834556,6.80388,10.9145575,17.0
4263,I,1.5,1.1875,0.3625,30.4190135,12.40290625,6.30776375,8.66077225,11.0
4264,I,1.5625,1.1375,0.4125,24.5790165,10.9712565,4.63514325,6.9456275,9.0
4265,M,1.3375,1.05,0.3375,20.41164,8.561549,4.43669675,5.386405,7.0
4266,F,1.7125,1.375,0.5,55.35239875,22.0275615,9.7805775,16.8679525,17.0
4267,M,1.525,1.2,0.4375,35.3518265,17.6050395,7.5693165,9.7805775,13.0
4268,I,1.0625,0.8,0.275,10.3475675,4.49339575,1.80019325,2.9766975,8.0
4269,I,1.25,1.0,0.3375,16.31513725,7.654365,4.06815325,4.365823,8.0
4270,M,1.4375,1.1625,0.325,27.76833525,11.793392,6.6054335,7.5126175,8.0
4271,M,1.6375,1.325,0.4125,35.777069,17.70426275,8.94426725,9.355335,9.0
4272,I,0.725,0.5625,0.2375,3.89805625,1.4458245,0.72291225,1.13398,5.0
4273,F,1.4625,1.15,0.425,30.71668325,14.4298955,6.690482,8.9300925,10.0
4274,M,1.7375,1.375,0.5,51.95045875,26.7902775,11.22387775,13.324265,11.0
4275,M,1.35,1.05,0.4,32.87124525,15.989118,6.30776375,8.60407325,10.0
4276,M,1.7,1.3625,0.45,47.18774275,18.257078,11.5382465,13.04077,11.0
4277,M,1.375,1.1,0.35,23.700182,11.94931425,5.93922025,6.520385,9.0
4278,F,1.6125,1.225,0.3875,36.0322145,16.782904,9.9506745,9.7805775,13.0
4279,F,1.6125,1.2625,0.375,32.16250775,14.92601175,6.463686,8.9300925,9.0
4280,F,1.2875,1.0125,0.3375,24.7491135,8.71747125,5.896696,8.3631025,12.0
4281,F,1.55,1.1875,0.475,38.782116,17.3215445,9.96484925,9.7805775,9.0
4282,M,1.4125,1.1375,0.3625,24.73493875,12.927372,5.40057975,7.6260155,9.0
4283,I,1.1,0.9,0.275,14.5999925,5.96756975,3.27436725,4.53592,7.0
4284,I,1.1875,0.875,0.2625,12.984071,5.443104,2.8066005,3.685435,8.0
4285,I,1.375,1.075,0.3625,24.67823975,11.4248485,5.00368675,6.0384435,10.0
4286,F,1.5125,1.175,0.375,32.16250775,13.60776,7.881161,9.922325,14.0
4287,M,1.6,1.275,0.4875,44.74968575,18.9091165,6.93145275,13.324265,18.0
4288,M,1.6,1.2125,0.4125,35.833768,14.7133905,8.448151,10.489315,11.0
4289,M,1.45,1.15,0.375,24.13959925,10.4609655,4.989512,6.747181,10.0
4290,M,1.4125,1.125,0.3875,26.3366855,12.3320325,5.9250455,7.2291225,9.0
4291,F,1.6375,1.2875,0.5,42.354153,20.354941,8.66077225,11.1980525,11.0
4292,M,1.4375,1.1375,0.3625,27.08794725,9.87980075,6.010094,9.4970825,17.0
4293,M,1.65,1.3375,0.4125,44.21104525,21.16290175,10.4042665,11.3398,11.0
4294,M,1.6625,1.3,0.4,39.7743485,17.33571925,8.3064035,9.525432,10.0
4295,M,1.575,1.25,0.4,35.19590425,17.13727275,9.53960675,8.6465975,11.0
4296,I,0.9375,0.65,0.225,6.6054335,2.62232875,1.14815475,1.8994165,7.0
4297,M,1.5125,1.225,0.375,33.89182725,15.80484625,6.747181,8.9300925,11.0
4298,M,1.2,0.9375,0.3125,15.15280775,7.654365,3.7704835,4.74854125,8.0
4299,F,1.6,1.25,0.4375,40.653183,18.75319425,8.448151,10.489315,9.0
4300,F,1.1625,0.925,0.2625,12.57300325,5.329706,2.2963095,3.96893,7.0
4301,M,1.3375,1.025,0.4375,23.24659,8.0796075,4.32329875,8.0796075,11.0
4302,F,1.725,1.375,0.4375,35.25260325,13.2392165,7.0023265,12.6155275,23.0
4303,F,1.5,1.25,0.4375,35.50774875,15.422128,8.68912175,9.4970825,11.0
4304,F,1.5625,1.2375,0.4375,36.3724085,15.09610875,8.66077225,9.63883,11.0
4305,I,0.9625,0.75,0.225,7.72523875,3.572037,1.6159215,2.1829115,7.0
4306,I,0.675,0.4875,0.175,2.99087225,1.6159215,0.56699,0.850485,5.0
4307,F,1.575,1.2375,0.4375,33.57998275,13.53688625,7.10154975,10.0640725,13.0
4308,M,1.4875,1.1875,0.4375,34.91240925,16.82542825,7.7961125,9.4970825,10.0
4309,F,1.3,0.95,0.375,22.5378525,10.319218,5.2446575,4.9611625,9.0
4310,I,0.7375,0.55,0.1875,3.6003865,1.871067,0.63786375,0.9922325,6.0
4311,F,1.4125,1.1125,0.4,28.8314415,14.10387625,5.783298,7.5126175,10.0
4312,I,0.6125,0.4375,0.15,1.80019325,0.9355335,0.38271825,0.56699,6.0
4313,F,1.5375,1.125,0.475,34.45881725,13.11164375,7.18659825,11.3398,10.0
4314,M,1.175,0.9125,0.3375,16.45688475,11.623295,3.30271675,5.10291,8.0
4315,F,1.1625,0.8875,0.3375,16.45688475,5.2446575,3.6003865,5.216308,14.0
4316,I,1.05,0.8125,0.2875,10.21999475,4.66349275,2.4097075,2.9766975,9.0
4317,I,1.0125,0.775,0.2375,8.674947,3.1467945,1.88524175,2.664853,6.0
4318,M,1.5375,1.2125,0.375,32.10580875,15.7339725,9.08601475,7.5126175,10.0
4319,I,0.9625,0.775,0.2375,8.12213175,4.1673765,1.48834875,2.4097075,7.0
4320,M,1.3125,1.05,0.375,19.74542675,9.6104805,3.89805625,5.386405,9.0
4321,F,1.6375,1.25,0.4,38.00250475,16.96717575,8.3064035,9.355335,10.0
4322,F,1.5875,1.25,0.425,36.3157095,16.82542825,8.63242275,8.9300925,11.0
4323,M,1.5625,1.2625,0.4125,37.0527965,14.6566915,8.43397625,9.7805775,12.0
4324,M,1.6125,1.2,0.5125,38.88133925,14.01882775,7.75358825,11.623295,12.0
4325,M,1.775,1.3875,0.4875,58.75433875,24.73493875,12.47378,15.7339725,10.0
4326,M,1.1,0.875,0.25,11.55242125,4.9611625,2.67902775,3.685435,9.0
4327,F,1.525,1.2125,0.4375,30.957654,10.432616,6.293589,9.07184,14.0
4328,I,0.925,0.725,0.2375,7.98038425,3.13261975,1.85689225,2.4097075,7.0
4329,F,1.8,1.4625,0.4125,57.6345335,25.84056925,11.5382465,13.891255,14.0
4330,I,0.875,0.65,0.2125,5.57067675,2.721552,1.11980525,1.474174,5.0
4331,M,1.325,1.0375,0.4375,21.95668775,9.42620875,4.9044635,8.3631025,9.0
4332,F,1.4875,1.175,0.4,31.62386725,14.514944,6.5487345,8.221355,11.0
4333,F,1.5,1.1625,0.475,28.066005,11.38232425,5.329706,8.788345,14.0
4334,M,1.325,1.0625,0.3625,21.47474625,8.97261675,4.309124,6.80388,9.0
4335,I,1.0375,0.75,0.25,8.618248,3.6570855,2.70737725,2.70737725,8.0
4336,I,0.7875,0.575,0.1875,3.6003865,1.360776,0.8221355,1.2190285,5.0
4337,M,1.4375,1.1375,0.35,24.13959925,13.891255,4.762716,6.9456275,9.0
4338,M,1.3125,1.1,0.4625,30.900955,11.1413535,6.010094,10.6310625,14.0
4339,M,1.2625,0.9875,0.3625,16.4143605,6.0951425,3.4869885,5.10291,15.0
4340,M,1.475,1.1625,0.4875,32.31843,11.35397475,6.64795775,13.324265,14.0
4341,I,1.15,0.875,0.3,11.509897,4.74854125,2.2963095,3.5436875,9.0
4342,M,1.225,0.9625,0.3125,16.896302,6.08096775,4.06815325,5.2446575,9.0
4343,M,1.475,1.125,0.4,24.4656185,10.02154825,4.9044635,7.37087,12.0
4344,F,1.55,1.2375,0.4,35.22425375,13.99047825,6.25106475,9.922325,17.0
4345,M,1.575,1.2875,0.4625,31.90736225,12.076887,6.973977,11.90679,17.0
4346,M,1.7875,1.3125,0.4875,50.81647875,24.59319125,11.5382465,12.417081,11.0
4347,I,0.95,0.6875,0.3125,8.17883075,4.4508715,1.28990225,2.4097075,6.0
4348,I,1.1,0.825,0.3,12.9557215,4.72019175,2.2963095,4.1673765,9.0
4349,F,1.5,1.15,0.375,26.54930675,12.303683,5.2446575,7.0590255,8.0
4350,I,0.95,0.6875,0.2125,6.30776375,2.65067825,1.31825175,1.984465,6.0
4351,M,1.5875,1.2875,0.5,37.0527965,13.6361095,8.6465975,13.1825175,16.0
4352,M,1.475,1.175,0.375,29.86619825,15.09610875,6.2652395,6.76135575,8.0
4353,I,0.9625,0.725,0.225,8.17883075,3.2034935,1.80019325,2.4097075,6.0
4354,M,1.5375,1.1875,0.425,30.51823675,14.64251675,6.36446275,8.0796075,10.0
4355,M,1.925,1.4875,0.5,80.10151225,26.26581175,10.7444605,16.44271,12.0
4356,F,1.5125,1.1875,0.4,27.71163625,12.37455675,7.257472,7.654365,10.0
4357,I,0.925,0.725,0.225,7.49844275,3.04757125,1.68679525,2.26796,7.0
4358,F,1.25,0.95,0.3125,16.51358375,6.8889285,3.78465825,5.953395,10.0
4359,F,1.525,1.1625,0.4125,29.313383,12.28950825,7.01650125,7.37087,9.0
4360,F,1.25,1.0,0.3375,15.74814725,7.9095105,3.515338,4.9611625,8.0
4361,F,1.6,1.2125,0.45,33.8209535,13.097469,8.03708325,8.9867915,9.0
4362,I,0.5875,0.4375,0.1375,1.82854275,0.80796075,0.396893,0.56699,2.0
4363,I,0.5375,0.375,0.1375,1.09145575,0.43941725,0.18427175,0.283495,3.0
4364,I,0.8625,0.675,0.2125,5.5848515,2.211261,1.68679525,1.984465,7.0
4365,I,1.0875,0.8125,0.275,10.73028575,4.57844425,2.0695135,2.96252275,7.0
4366,M,1.4375,1.15,0.4,26.80445225,9.42620875,5.03203625,7.37087,11.0
4367,M,1.4625,1.15,0.375,28.5479465,13.02659525,6.123492,8.6465975,9.0
4368,F,1.525,1.2125,0.475,32.89959475,12.8990225,6.67630725,10.0640725,13.0
4369,I,1.075,0.8125,0.3,12.2753335,5.8683465,2.42388225,3.40194,8.0
4370,F,1.5,1.1875,0.45,37.194544,14.13222575,7.98038425,10.77281,11.0
4371,F,1.625,1.25,0.4375,36.457457,16.00329275,7.824462,10.489315,11.0
4372,M,1.525,1.2,0.45,34.699788,17.05222425,7.8528115,10.3475675,11.0
4373,F,1.625,1.2625,0.45,36.117263,15.025235,8.68912175,10.9145575,13.0
4374,M,1.1375,0.875,0.3375,11.26892625,4.7343665,2.59397925,3.2601925,13.0
4375,I,0.6375,0.475,0.175,2.16873675,0.97805775,0.226796,0.7087375,5.0
4376,M,1.5,1.125,0.3375,25.33027825,10.81533425,5.216308,7.2291225,7.0
4377,I,1.0875,0.8375,0.225,10.77281,4.49339575,2.721552,2.9766975,8.0
4378,M,1.5,1.1125,0.4125,22.80717275,10.149121,5.5281525,7.6827145,12.0
4379,I,1.2125,0.95,0.3375,15.77649675,6.973977,3.8271825,4.9611625,10.0
4380,M,1.3125,1.075,0.3875,23.60095875,9.79475225,4.60679375,8.50485,13.0
4381,F,1.725,1.375,0.4125,50.008518,23.11901725,10.24834425,12.47378,13.0
4382,I,1.4875,1.075,0.3875,25.51455,9.1001895,5.48562825,7.087375,12.0
4383,F,1.4125,1.125,0.4125,26.32251075,10.9712565,4.74854125,9.4970825,21.0
4384,M,1.5625,1.2625,0.4875,37.1094955,14.628342,9.22776225,11.056305,18.0
4385,F,1.675,1.3125,0.475,44.395317,17.61921425,8.0229085,12.6155275,11.0
4386,M,1.375,1.1125,0.3375,29.7386255,12.0485375,5.54232725,8.6465975,13.0
4387,M,0.85,0.6875,0.225,4.819415,2.11203775,1.43164975,1.5592225,8.0
4388,M,1.475,1.1375,0.4125,27.328918,12.48795475,5.6415505,8.50485,11.0
4389,F,1.1,0.8875,0.3,13.0691195,5.953395,2.2963095,3.685435,10.0
4390,F,1.3,1.025,0.35,22.92057075,9.42620875,4.40834725,6.0951425,11.0
4391,F,1.5125,1.1125,0.375,27.68328675,13.721158,7.314171,8.50485,9.0
4392,M,1.45,1.15,0.425,31.18445,11.5382465,7.01650125,8.788345,13.0
4393,F,1.5625,1.25,0.425,33.29648775,12.00601325,6.747181,10.489315,13.0
4394,I,0.7,0.525,0.1625,3.345241,1.23320325,0.58116475,0.850485,7.0
4395,F,1.55,1.175,0.4375,34.74231225,10.489315,9.015141,11.623295,21.0
4396,I,1.175,0.8875,0.3125,13.53688625,6.33611325,2.82077525,3.21766825,8.0
4397,F,1.4375,1.15,0.35,28.33532525,15.2803805,4.7910655,6.3786375,8.0
4398,M,1.4375,1.1,0.3625,26.03901575,9.25611175,6.2652395,8.3631025,16.0
4399,I,1.025,0.7875,0.25,10.716111,4.40834725,1.80019325,2.6932025,7.0
4400,M,1.6,1.225,0.425,39.2640575,16.5844575,8.57572375,11.4815475,14.0
4401,M,1.0625,0.825,0.25,12.74310025,4.97533725,2.891649,4.3941725,8.0
4402,I,1.225,0.95,0.35,16.74037975,7.087375,3.912231,4.43669675,10.0
4403,M,1.4125,1.125,0.35,20.70930975,9.48290775,4.3941725,6.80388,8.0
4404,M,1.2625,1.0125,0.3625,17.98775775,6.7755305,4.06815325,6.23689,10.0
4405,M,1.575,1.1875,0.375,33.46658475,13.7495075,8.68912175,9.3269855,14.0
4406,F,1.6625,1.275,0.4125,39.19318375,20.53921275,8.1930055,9.7805775,9.0
4407,I,0.8625,0.6875,0.2375,6.95980225,2.14038725,1.51669825,1.984465,8.0
4408,I,0.8,0.6125,0.175,3.1467945,1.70097,0.58116475,0.89300925,4.0
4409,F,1.1125,0.825,0.3,11.77921725,4.7343665,2.50893075,4.1106775,9.0
4410,F,1.4,1.125,0.4125,27.9242575,8.77417025,4.52174525,9.07184,18.0
4411,I,1.5,1.1875,0.3625,26.12406425,12.37455675,5.8116475,5.62737575,11.0
4412,M,1.4375,1.15,0.425,26.54930675,11.679994,6.25106475,7.087375,10.0
4413,I,0.7125,0.525,0.2,2.76407625,1.1056305,0.623689,0.850485,5.0
4414,F,1.65,1.2875,0.3875,41.4753185,19.9863975,7.6260155,9.922325,11.0
4415,F,1.6625,1.2875,0.475,35.6920205,13.324265,8.77417025,13.324265,12.0
4416,F,1.3375,1.05,0.35,20.87940675,9.87980075,4.86193925,7.2291225,9.0
4417,I,0.525,0.375,0.1125,1.304077,0.5386405,0.18427175,0.3685435,5.0
4418,F,1.45,1.1125,0.3125,23.54425975,10.6310625,4.706017,5.953395,10.0
4419,M,1.3,1.0375,0.3625,21.87163925,8.8733935,4.89028875,7.37087,10.0
4420,F,1.2375,0.9375,0.325,16.45688475,6.917278,3.47281375,5.10291,8.0
4421,I,1.2,0.925,0.275,14.571643,6.4353365,3.515338,3.69960975,8.0
4422,I,1.075,0.8375,0.275,10.19164525,4.706017,2.50893075,2.9766975,7.0
4423,M,1.4125,1.0625,0.3,20.071446,8.6465975,4.6776675,5.5281525,9.0
4424,F,1.2625,1.0125,0.325,18.01610725,7.55514175,4.89028875,5.10291,10.0
4425,F,1.5625,1.2125,0.45,33.46658475,13.62193475,6.747181,9.3269855,12.0
4426,F,1.5375,1.1875,0.4375,32.02076025,13.08329425,7.767763,8.6465975,13.0
4427,I,0.8875,0.7125,0.25,6.577084,2.83495,1.63009625,2.1262125,7.0
